,sentiment,emotion,Text
15337,neutral,anticipation,"Metaverse 101: ਤੁਹਾਡੇ ਕਾਰੋਬਾਰ ਲਈ ਨਵੀਂ ਸਰਹੱਦ ਦਾ ਕੀ ਅਰਥ ਹੋ ਸਕਦਾ ਹੈ

""ਅਸੀਂ ਭੌਤਿਕ ਸੰਸਾਰ ਦੇ ਭਵਿੱਖ ਨੂੰ ਡਿਜੀਟਲ ਜੁੜਵਾਂ ਹੋਣ ਦੇ ਰੂਪ ਵਿੱਚ ਦੇਖਦੇ ਹਾਂ। ਅਸੀਂ ਪਹਿਲਾਂ ਹੀ ਇੱਕ ਡਿਜੀ-ਭੌਤਿਕ ਹਕੀਕਤ ਵਿੱਚ ਭੌਤਿਕ ਅਤੇ ਡਿਜੀਟਲ ਸੰਸਾਰਾਂ ਦੇ ਅਭੇਦ ਨੂੰ ਦੇਖਣਾ ਸ਼ੁਰੂ ਕਰ ਰਹੇ ਹਾਂ"" @Dell ਵਿੱਚ @JBanon

https://t.co/j6twL2Cj2Q https://t.co/F7dNtrLI3e"
17300,neutral,disgust,@dell ਅਤੇ @VMware (ਖਾਂਸੀ ਖੰਘ) ਦਾ ਇਸਦਾ ਕੀ ਅਰਥ ਹੈ? https://t.co/27VIcYp1if
1750,neutral,sadness,#facebookdown @TheRock @steveaustinBSR  @WWEUniverse  @JohnCena #psndown @Microsoft @playstation @starwars @Dell @CountryMusic @_KennyRogers @ScienceNews @StarTrek ਇਹ ਬੀਮਾਰ ਨਹੀਂ ਹੈ ਕੁਝ ਲੋਕ ਸਿਰਫ ਮਰਨ ਤੋਂ ਬਾਅਦ ਟ੍ਰੈਂਡ ਕਰਦੇ ਹਨ ਅਤੇ ਮਰਨ ਤੋਂ ਪਹਿਲਾਂ ਕਿਉਂ ਨਹੀਂ ਹੋ ਸਕਦੇ
18462,negative,anger,ਡੈਲ ਨੇ ਮੈਨੂੰ ਇੱਕ ਖਰਾਬ ਟੁਕੜਾ ਵੇਚ ਦਿੱਤਾ ਹੈ ਅਤੇ ਹੁਣ ਉਹ ਬੇਕਾਰ ਆਧਾਰਾਂ 'ਤੇ ਬਦਲਣ ਦੀ ਆਪਣੀ ਦੇਣਦਾਰੀ ਤੋਂ ਬਚ ਰਹੇ ਹਨ..@Dell @DellCares
5473,negative,anger,"ਇੱਕ #ਟ੍ਰਾਂਸਜੈਂਡਰ ਸਾਬਕਾ @DellTech ਇੰਜੀਨੀਅਰ ਜਿਸਨੇ #tech ਦਿੱਗਜ ਤੋਂ $110K ਦਾ ਨਿਪਟਾਰਾ ਪ੍ਰਾਪਤ ਕੀਤਾ ਸੀ, ਇੱਕ ਆਰਬਿਟਰੇਟਰ ਦੁਆਰਾ ਕਰਮਚਾਰੀ ਨੂੰ ਅਜਿਹਾ ਕਰਨ ਦੇ ਯੋਗ ਹੋਣ ਦੇ ਬਾਅਦ ਆਪਣੀ ਨੌਕਰੀ ਵਾਪਸ ਚਾਹੁੰਦਾ ਹੈ। ਹੁਣ @Dell ਚਾਹੁੰਦਾ ਹੈ ਕਿ ਅਵਾਰਡ ਨੂੰ ਖਾਲੀ ਕੀਤਾ ਜਾਵੇ, ਹਾਲ ਹੀ ਦੇ NY ਕੋਰਟ ਫਾਈਲਿੰਗ ਦੇ ਅਨੁਸਾਰ.

https://t.co/HqiL3E1KHm"
772,positive,anticipation,@UfiSpace @AmericanTowerUS @Dell @drivenets @TIM_Official ਜਾਰੀ ਕੀਤੇ ਪਹਿਲੇ ਪ੍ਰੋਕਟਸ ਦੀ ਉਡੀਕ ਕਰ ਰਹੇ ਹਨ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਯੋਗ ਬਣਾਉਣਾ ਹੈ
1836,negative,anger,"@Dell @DellCares @Dell_IN @MichaelDell ਮੈਂ 2019 ਵਿੱਚ 80k ਦਾ ਇੱਕ Dell ਲੈਪਟਾਪ ਖਰੀਦਿਆ.. ਪਹਿਲੇ ਸਾਲ ਵਿੱਚ ਬੈਟਰੀ ਬਦਲੀ ਗਈ, ਦੂਜੇ ਸਾਲ ਇਹ ਚਾਰਜ ਨਹੀਂ ਰਹੇਗਾ ਜਦੋਂ ਤੱਕ ਪਲੱਗ nd ਫਿਰ 3rd yr mthboard https://t.co/ft22cTysx5 ਨਹੀਂ। ਕੀ ਉਤਪਾਦ ਹੈ..ਇਸ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਪੀਪੀਐਲ ਨੂੰ ਮੂਰਖ ਬਣਾ ਰਹੇ ਹੋ. ਮੈਂ ਸੀਐਨਐਸਐਮਆਰ ਕੋਰਟ ਜਾਵਾਂਗਾ"
18027,positive,joy,ਪਿਛਲੇ ਹਫ਼ਤੇ #HIMSS22 'ਤੇ @Dell #PowerStore 'ਤੇ @sickbayMIC ਪਲੇਟਫਾਰਮ ਨੂੰ ਐਕਸ਼ਨ ਵਿੱਚ ਦੇਖਣ ਲਈ ਤੁਹਾਡੇ ਸਾਰਿਆਂ ਦਾ ਧੰਨਵਾਦ। ਇੱਥੇ ਹੱਲ ਬਾਰੇ ਹੋਰ ਜਾਣੋ: https://t.co/EE0ltphUGp #TransformHIT https://t.co/iVDO2zGO4d
12837,neutral,fear,@Dell ਡਰਾਉਣਾ। https://t.co/iqZdvRK3DC
14800,neutral,anticipation,@elonmusk @MichaelDell @Twitter @Dell @emc ਅਸੀਂ ਇਸਨੂੰ ਕਿਉਂ ਪਸੰਦ ਕਰ ਰਹੇ ਹਾਂ? ਇਹ ਸਿਰਫ਼ ਇੱਕ ਇਮੋਜੀ ਹੈ। ਕੀ ਇਹ ਕਿਸੇ ਹੋਰ ਟਿੱਪਣੀ ਦਾ ਪ੍ਰਤੀਕਰਮ ਹੈ ਜੋ ਅਸੀਂ ਪਸੰਦ ਕਰ ਰਹੇ ਹਾਂ? ਜਾਂ ਸਿਰਫ ਇਸ ਲਈ ਹੈ ਕਿ ਕਿਸੇ ਮਸ਼ਹੂਰ ਨੇ ਕੁਝ ਕਿਹਾ ਹੈ ਇਸ ਲਈ ਇਸ ਨੂੰ ਚੋਟੀ ਦੀ ਟਿੱਪਣੀ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ?
12973,neutral,anticipation,@jturincs @DellCares @Dell ਮੈਂ ਯੂਕੇ ਵਿੱਚ ਹਾਂ। ਇਹ ਡੇਲ ਵਿੱਚ ਗਲੋਬਲ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ
17828,negative,anger,"@Dell cont... ਅਤੇ ਉਹ ਮੈਨੂੰ ਦੱਸ ਰਹੇ ਹਨ ਕਿ ਉਹ ਮੈਨੂੰ ਕੋਈ ਹੋਰ ਕੰਪਿਊਟਰ ਨਹੀਂ ਭੇਜ ਸਕਦੇ। ਮੇਰੇ ਕੋਲ ਡੇਲ ਕ੍ਰੈਡਿਟ ਕਾਰਡ ਹੈ ਅਤੇ ਮੈਂ ਡੈਲ ਉਤਪਾਦਾਂ ਤੋਂ ਇਲਾਵਾ ਕੁਝ ਨਹੀਂ ਖਰੀਦਦਾ ਹਾਂ। ਡੈਲ ਕੋਲ ਬਹੁਤ ਵਧੀਆ ਗਾਹਕ ਸੇਵਾ ਹੁੰਦੀ ਸੀ ਅਤੇ ਹੁਣ ਇਹ ਖਰਾਬ ਹੈ !! ਕਿਰਪਾ ਕਰਕੇ ਕੋਈ ਮਦਦ ਕਰੋ !!! ਇਹ ਡੈਲ ਦੀ ਗਲਤੀ ਸੀ 100%, ਤਰੀਕੇ ਨਾਲ,"
19670,negative,disgust,"@Dell ਭਾਰਤ ਵਿੱਚ ਸਸਤੇ ਚਾਈਨੀਜ਼ ਪਲਾਸਟਿਕ ਵੇਚ ਰਿਹਾ ਹੈ, ਉਹ ਭਾਰਤ ਨੂੰ ਮੂਰਖ ਬਣਾ ਰਿਹਾ ਹੈ ਅਤੇ ਭਾਰਤੀ ਰੈਗੂਲੇਟਰੀ ਅਤੇ @IndianStandards ਉੱਥੇ ਲੈਪਟਾਪ ਬਹੁਤ ਹੀ ਘੱਟ ਕੁਆਲਿਟੀ ਵਾਲੇ ਪਲਾਸਟਿਕ ਦੇ ਬਣੇ ਹੋਏ ਹਨ, ਪਰ ਫਿਰ ਵੀ ਅਸੀਂ ਇਸ ਨੂੰ ਵਧੀਆ ਬਣਾ ਰਹੇ ਹਾਂ। ਅਤੇ ਈਸ਼ੂ ਨੂੰ ਪਾੜੋ ਪਰ ਲੈਪਟਾਪ ਕੀਪੈਡ ਅੰਦਰ ਹੈ ਓਵਲ ਆਕਾਰ। https://t.co/HwrBLwoiZ6"
16433,negative,anger,"ਗਾਹਕ ਸਹਾਇਤਾ ਦਾ ਕਹਿਣਾ ਹੈ ਕਿ ਉਹਨਾਂ ਕੋਲ ਪੁਰਜ਼ੇ ਨਹੀਂ ਹਨ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਆਯਾਤ ਕਰਨਾ ਪੈਂਦਾ ਹੈ ਇਸ ਲਈ 1 ਹਫ਼ਤੇ ਲਈ ਧੀਰਜ ਨਾਲ ਉਡੀਕ ਕਰੋ। ਕੀ ਇਹ ਉਹ ਤਰੀਕਾ ਹੈ ਜੋ ਤੁਸੀਂ ਵਿਕਰੀ ਤੋਂ ਬਾਅਦ ਸੇਵਾ ਪ੍ਰਦਾਨ ਕਰਦੇ ਹੋ। ਜੇ ਮੈਂ ਇਸਨੂੰ ਬਾਹਰੋਂ ਮੁਰੰਮਤ ਕਰਵਾ ਲੈਂਦਾ ਹਾਂ @Dell ਮੇਰੀ ਵਾਰੰਟੀ ਨੂੰ ਰੱਦ ਕਰ ਦੇਵੇਗਾ.

@nch14404 @consaff @jagograhakjago"
21041,negative,anger,"ਡੈਲ ਸਿਰਫ ਤਰਸਯੋਗ ਹੈ. ਬਹੁਤ ਮਾੜੇ ਉਤਪਾਦ ਅਤੇ ਇੱਥੋਂ ਤੱਕ ਕਿ ਮਾੜੀ ਸੇਵਾ ਗੁਣਵੱਤਾ। ਕਿਸੇ ਹਿੱਸੇ ਨੂੰ ਬਦਲਣ ਲਈ ਉਹਨਾਂ ਨੂੰ 45 ਦਿਨ ਅਤੇ ਜੇਕਰ ਤੁਸੀਂ ਸਿਸਟਮ ਬਦਲਣ ਦੀ ਮੰਗ ਕਰਦੇ ਹੋ ਤਾਂ 50 ਦਿਨ ਲੱਗ ਜਾਂਦੇ ਹਨ।
@Dell @DellCares @MichaelDell
#rubbishDell"
14606,positive,joy,@elonmusk @MichaelDell @Twitter @Dell @emc ਇੱਥੋਂ ਤੱਕ ਕਿ ਤੁਹਾਡੇ ਹਾਸੇ ਦੇ ਰੀਟਵੀਟ ਨੂੰ ਵੀ ਰੀਟਵੀਟ ਕੀਤਾ ਜਾਵੇਗਾ ਕਿਉਂਕਿ ਤੁਸੀਂ ਬੌਸ ਹੋ
16856,neutral,disgust,"@ModeWyckoff @Dell ਨੇ ਰੂਸ ਅਤੇ ਬੇਲਾਰੂਸ ਨੂੰ ਡੇਲ ਉਪਕਰਣ ਵੇਚਣ/ਨਿਰਯਾਤ ਕਰਨ 'ਤੇ ਪਾਬੰਦੀ ਲਾਗੂ ਕਰਨ ਲਈ ਈਮੇਲ ਭੇਜੀ ਹੈ। ਸੋਚਣਾ ਸ਼ੁਰੂ ਕਰੋ ਕਿ ਬੇਲਾਰੂਸ ਕਿਉਂ?

ਜਵਾਬ: ਬੇਲਾਰੂਸ ਨੇ ਰੂਬਲ ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਪੈਟਰੋਲ ਦਾ ਸੌਦਾ ਕੀਤਾ।"
21831,positive,joy,@ankittahlawat @danielricciardo @McLarenF1 @McLarenAuto @Autodromo_Monza @Australia @F1 @pirellisport @Dell @GulfOilIntl @ARTomGriffiths ਅਤੇ ਹੋਰ ਜਿੱਤਾਂ💪🏼
5146,negative,anger,"@Dell @DellCares

#FraudCompany

ਤੁਸੀਂ ਗਾਹਕਾਂ ਨਾਲ ਕਿਉਂ ਖੇਡ ਰਹੇ ਹੋ, ਜੇਕਰ ਤੁਸੀਂ ਸੇਵਾਵਾਂ ਪ੍ਰਦਾਨ ਕਰਨ ਦੇ ਯੋਗ ਨਹੀਂ ਹੋ

ਬਸ ਆਪਣੀ ਦੁਕਾਨ ਬੰਦ ਕਰੋ।"
10160,neutral,anticipation,#facebookdown @TheRock @steveaustinBSR  @WWEUniverse  @JohnCena #psndown @Microsoft @playstation @starwars @Dell @CountryMusic @_KennyRogers @ScienceNews @StarTrek ਜੇਕਰ ਇਸ ਹਫਤੇ ਕੋਈ ਕਾਨੂੰਨ ਬੰਦ ਹੋ ਜਾਂਦਾ ਹੈ ਤਾਂ ਮੈਂ ਇਸ ਹਫਤੇ 2 ਵਿੱਚ ਕਿੰਨੇ ਲੋਕਾਂ ਨੂੰ ਜ਼ਖਮੀ ਕਰਾਂਗਾ। ??
8818,neutral,anger,ਅਤੇ ਇੱਥੇ ਹੈ @Dell ਮੇਰੇ $99 ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਆ ਰਿਹਾ ਹੈ ਪਰ ਉਹ ਇੱਕ ਹਨ! https://t.co/KFLFvE9nrh
14308,neutral,joy,@elonmusk @MichaelDell @Twitter @Dell @emc ਮੇਰਾ ਮਨ ਅਸਥਾਈ ਤੌਰ 'ਤੇ ਟੁੱਟ ਗਿਆ ਜਦੋਂ ਮੈਂ 1/137 ਦੇਖਿਆ 😂
19732,neutral,anticipation,@JuddLegum @GovAbbott @TXCompetes @amazon @Microsoft @united @Dell ਹੈਰਾਨ ਹੈ ਕਿ ਕੀ ਉਸ ਸਮੂਹ ਦੀ ਅਗਵਾਈ ਸੂਜ਼ਨ ਕੋਲਿਨਸ ਕਰ ਰਹੇ ਹਨ... https://t.co/Irn2GrZbAo
17462,positive,anticipation,"@Accenture, @Adobe, @Amazon, @Autodesk, @Dell, @HP, @intel, @Mastercard, @Microsoft, @nielsen, @SAP, ਅਤੇ @Siemens ਵਰਗੀਆਂ ਤਕਨੀਕੀ ਕੰਪਨੀਆਂ HBCU ਦੁਆਰਾ HBCUs ਦਾ ਸਮਰਥਨ ਕਰਨ ਅਤੇ ਸਹਿਯੋਗ ਕਰਨ ਲਈ ਵਚਨਬੱਧ ਹਨ। ਭਾਈਵਾਲੀ ਚੁਣੌਤੀ। ਇੱਥੇ ਹੋਰ ਜਾਣੋ: https://t.co/vxn3e4DgFd"
23467,negative,anger,@Dell @DellCares @DellTech ਇੱਕ trch ਕੰਪਨੀ ਦੁਆਰਾ ਹੁਣ ਤੱਕ ਦੀ ਸਭ ਤੋਂ ਭੈੜੀ ਸੇਵਾ #delldoesntcare
3984,positive,joy,@Dell ਇਹ ਬਹੁਤ ਹੀ ਸ਼ਾਨਦਾਰ ਹੈ
16306,positive,anticipation,@Dell ਤੋਂ ਨਵਾਂ ਸਟਾਰਟਅੱਪ ਪ੍ਰੋਗਰਾਮ ਇਸਦੀ ਹੋਰ ਪੜਚੋਲ ਕਰਨ ਲਈ ਇੰਤਜ਼ਾਰ ਨਹੀਂ ਕਰ ਸਕਦਾ। @NomadStaysCo https://t.co/2VxsSSgBUT
15235,negative,anger,@Hammermor @Undoomed @Alienware @Dell me dead its fuckin intel and nvidia
17257,negative,anger,"@Dell ਤੁਹਾਡੇ ਕੋਲ ਇਸ ਗ੍ਰਹਿ 'ਤੇ ਸਭ ਤੋਂ ਮਾੜੀ ਤਕਨੀਕੀ ਸਹਾਇਤਾ ਹੈ। ਮੈਂ 3 ਘੰਟਿਆਂ ਤੋਂ ਫ਼ੋਨ 'ਤੇ ਰਿਹਾ ਹਾਂ, 4 ਵਾਰ ਡਿਸਕਨੈਕਟ ਕੀਤਾ ਗਿਆ ਹਾਂ, ਕਿਸੇ ਵੀ ਵਿਅਕਤੀ ਨਾਲ ਗੱਲ ਨਹੀਂ ਕੀਤੀ ਜੋ ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ ਬੋਲ ਸਕਦਾ ਹੈ ਅਤੇ ਮੈਨੂੰ ਅਜੇ ਵੀ ਮੇਰੇ ਲੈਪਟਾਪ ਨਾਲ ਸਮੱਸਿਆਵਾਂ ਆ ਰਹੀਆਂ ਹਨ। ਅਸਵੀਕਾਰਨਯੋਗ।"
19866,positive,joy,"ਸਾਡੇ #WomeninTelco (8 ਮਾਰਚ) ਇਵੈਂਟ ਸਪਾਂਸਰਾਂ ਦਾ ਬਹੁਤ ਬਹੁਤ ਧੰਨਵਾਦ!
@Dell - ਟੈਕਨਾਲੋਜੀ ਹੱਲ ਪ੍ਰਦਾਨ ਕਰਨਾ ਜੋ ਲੋਕਾਂ ਨੂੰ ਹਰ ਜਗ੍ਹਾ ਵਿਕਾਸ ਕਰਨ ਦੇ ਯੋਗ ਬਣਾਉਂਦਾ ਹੈ &amp; ਪ੍ਰਫੁੱਲਤ
@Intel - ਵਿਸ਼ਵ-ਬਦਲਣ ਵਾਲੀ ਤਕਨਾਲੋਜੀ ਬਣਾਉਣਾ ਜੋ ਹਰ ਵਿਅਕਤੀ ਦੇ ਜੀਵਨ ਨੂੰ ਅਮੀਰ ਬਣਾਉਂਦਾ ਹੈ।
ਹੁਣੇ ਰਜਿਸਟਰ ਕਰੋ https: https://t.co/6XjrB4o2qQ https://t.co/tiuFxe8tmB"
15315,negative,anger,@Alienware/@Dell ਗਾਥਾ ਪੂਰਨ ਬਕਵਾਸ ਜਾਰੀ ਹੈ। https://t.co/xsUkPlqZFM
18556,negative,anger,"ਹੇ @ਡੈਲ ""ਮੁਫ਼ਤ ਅਗਲੇ ਦਿਨ ਡਿਲਿਵਰੀ"" ਦੀ ਕੀਮਤ $48 ਕਿਉਂ ਹੈ? https://t.co/xXZMfwprrV"
22327,negative,anger,@Dell ਵਾਰੰਟੀ ਇੱਕ con ਵਰਗਾ ਲੱਗਦਾ ਹੈ. ਮੇਰਾ ਕੁਝ ਮਹੀਨੇ ਪੁਰਾਣਾ ਲੈਪਟਾਪ ਚਾਰਜਰ ਕੰਮ ਨਹੀਂ ਕਰਦਾ। ਡੈਲ ਸਹਿਮਤ ਹੈ ਕਿ ਇਸਨੂੰ ਬਦਲਣ ਦੀ ਜ਼ਰੂਰਤ ਹੈ ਪਰ ਕਹਿੰਦਾ ਹੈ ਕਿ ਇਹ ਸਟਾਕ ਤੋਂ ਬਾਹਰ ਹੈ। 2 ਮਹੀਨਿਆਂ ਲਈ ਬਦਲਿਆ ਨਹੀਂ ਜਾਵੇਗਾ। ਪਰ ਇਹ ਐਮਾਜ਼ਾਨ 'ਤੇ ਬਿਲਕੁਲ ਨਵਾਂ ਉਪਲਬਧ ਹੈ। ਇਸ ਲਈ ਡੈਲ ਵਾਰੰਟੀ ਇੱਕ ਨੁਕਸਾਨ ਹੈ. @dell ਤੁਹਾਡਾ ਜਵਾਬ ਕੀ ਹੈ?
13841,positive,joy,"@JackStone1824 @elonmusk @MichaelDell @Twitter @Dell @emc ਯਾਰ, ਮੈਂ ਇੱਥੇ ਸਿਰਫ਼ ਟਿੱਪਣੀਆਂ ਅਤੇ ਮੇਮਜ਼ ਲਈ ਹਾਂ। ਉਹ ਸੱਚਮੁੱਚ ਮੈਨੂੰ ਕਈ ਵਾਰ ਹੱਸਦੇ ਹਨ ਅਤੇ ਮੈਨੂੰ ਉਤਸ਼ਾਹਿਤ ਕਰਦੇ ਹਨ. ਮੈਨੂੰ ਐਲੋਨ ਵੀ ਪਸੰਦ ਹੈ।

ਤੁਹਾਡੀ ਟਿੱਪਣੀ btw ਲਈ ਵੀ ਧੰਨਵਾਦ। 1 ਸਕਿੰਟ ਲਈ ਮੇਰਾ ਮਨੋਰੰਜਨ ਕੀਤਾ।"
19479,positive,joy,@rosie_izzi @Dell ਬਹੁਤ ਸਾਰੀਆਂ ਕਿਸਮਤ ਰੋਜ਼ੀ। ਤੁਹਾਨੂੰ ਪਹਿਲਾਂ ਹੀ ਯਾਦ ਆ ਰਿਹਾ ਹੈ!
17173,neutral,anticipation,"@investkarnataka @Dell @CMofKarnataka @NiraniMurugesh @ACSIC_GOK @CommIndustries @dell technologies, ਕਿਰਪਾ ਕਰਕੇ ਪੇਂਡੂ ਬੱਚਿਆਂ ਦੀ ਸਿੱਖਿਆ ਲਈ ਵੀ ਸਮਰਥਨ ਕਰੋ"
12674,neutral,anger,ਅੰਦਾਜ਼ਾ ਲਗਾਓ ਕਿ ਮੈਂ ਹੁਣ ਜਾਣਦਾ ਹਾਂ ਕਿ @Dell ਸਹਾਇਤਾ DMs ਨੂੰ ਜਵਾਬ ਕਿਉਂ ਲੈਂਦਾ ਹੈ https://t.co/iRE9E0Pu0k https://t.co/5E7HF6sBBL
18357,negative,sadness,"@Dell ਮੇਰਾ 13 ਸਾਲ ਪੁਰਾਣਾ ਡੈਲ ਲੈਪਟਾਪ ਮਰ ਰਿਹਾ ਹੈ, ਕੀ ਤੁਸੀਂ ਮੈਨੂੰ ਨਵਾਂ ਨਹੀਂ ਦੇਣਾ ਚਾਹੁੰਦੇ? 😩"
19644,negative,anger,"ਇਹ ਸਾਰੇ ਬਰਾਂਡ...ਪਖੰਡੀ ਖੋਤੇ🤮
@Spotify @Apple @Dell https://t.co/GGOWfIsOpo"
16246,neutral,anticipation,ਸਭ ਤੋਂ ਵੱਧ ਭੁਗਤਾਨ ਕਰਨ ਵਾਲਾ #NFL ਵਾਈਡ ਰਿਸੀਵਰ ਕਿਸ ਨੂੰ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ?? ਮੇਰੇ ਸ਼ੋਅ @esportsXTRAshow ਨੂੰ ਹਰ ਸ਼ਨੀਵਾਰ ਅਤੇ ਟੀਵੀ 'ਤੇ ਦੇਖੋ। @BNCGO @AhmanGreen30 @BNCNews ਸਟ੍ਰੀਮਿੰਗ @BNCGO @AhmanGreen30 @Boredy_Mcbored @OGKINGCURT @Dell @RapSnacksNow @Zipchair @ZipchairGaming #esports #gaming #Bills #billsmafia @Fendi https://ut.
9364,negative,disgust,ਦੋ ਸਾਲਾਂ ਬਾਅਦ ਮੈਂ ਥਰਮਲ ਪੇਸਟ ਨੂੰ ਦੁਬਾਰਾ ਲਾਗੂ ਕੀਤਾ ਅਤੇ ਪਤਾ ਲੱਗਾ ਕਿ ਮੇਰਾ ਹੀਟ ਸਿੰਕ ਝੁਕਿਆ ਹੋਇਆ ਹੈ। ਧੰਨਵਾਦ @dell #shouldhaveboughtamac https://t.co/a6gaC4oQMq
10329,negative,anger,"@aayushman___ @AdityaS256 @zacbowden @Dell ਫੰਕਸ਼ਨ ਕੁੰਜੀਆਂ ਹੁਣ ਟੱਚ ਟਾਰਗੇਟ ਹਨ, ਕਿਉਂਕਿ ਇਹ ਸਭ ਦਿੱਖ ਅਤੇ ਪਤਲੇ ਲੈਪਟਾਪਾਂ ਬਾਰੇ ਹੈ, ਕਿਉਂਕਿ ਐਪਲ ਨੇ ਕੰਪਿਊਟਰਾਂ ਨੂੰ ਗਹਿਣਿਆਂ ਦੀਆਂ ਚੀਜ਼ਾਂ ਵਿੱਚ ਬਦਲ ਦਿੱਤਾ ਹੈ"
10107,negative,anger,@Dell @DellCaresPRO @DellCares ਇਹ ਗਾਹਕ ਦੀ ਸ਼ੁੱਧ ਪਰੇਸ਼ਾਨੀ ਹੈ। ਤੁਸੀਂ ਉਹ ਸੇਵਾਵਾਂ ਨਹੀਂ ਦੇ ਰਹੇ ਜਿਸ ਲਈ ਮੈਂ ਭੁਗਤਾਨ ਕੀਤਾ ਹੈ। ਸ਼ੁੱਧ ਸ਼ੁੱਧ ਸ਼ੁੱਧ ਮਾਨਸਿਕ ਪਰੇਸ਼ਾਨੀ
3122,negative,anger,@Dell @Starbucks ਬੈਕ-ਟੂ-ਬੈਕ-ਟੂ-ਬੈਕ ਯੂਨੀਅਨ ਬਸਟਿੰਗ ਵਰਗੇ ਹੋਰ 😡 #UnionStrong
22816,positive,joy,"ਜਾਣੋ ਕਿ ਕਿਵੇਂ #Intel vPro ਪਲੇਟਫਾਰਮ ਅਤੇ #Netsync ਤੁਹਾਡੇ ਕਾਰੋਬਾਰ ਵਿੱਚ ਕ੍ਰਾਂਤੀ ਲਿਆ ਸਕਦੇ ਹਨ। https://t.co/ClL0XEbqP8

#IntelvPro #IntelCore #PC #laptop #security @IntelBusiness @Lenovo @Dell @HP https://t.co/tpij5u1YmK"
23772,positive,anticipation,"1/2 | @CES 2022 ਦਾ ਸਭ ਤੋਂ ਵਧੀਆ: ਹੇਠਾਂ ਦਿੱਤੀਆਂ ਕੰਪਨੀਆਂ ਦੇ ਸਾਡੇ ਚੋਟੀ ਦੇ 20 ਹਾਈਲਾਈਟਸ ਅਤੇ ਸਭ ਤੋਂ ਮਸ਼ਹੂਰ ਉਤਪਾਦ: https://t.co/ntRlWYvI18

- @intel
- @AMD
- @ASUS
- @CYBERPOWERPC
- @Dell
- @nvidia
- @Lenovo
- @Somalytics
- @ ਟਾਰਗਸ
- @ ਸੈਮਸੰਗ

@AMDRyzen @ASUSUSA @lenovoUS @SamsungUS #CES2022 https://t.co/a4ROI0dnK0"
14500,negative,anger,@unicastore_usa @elonmusk @MichaelDell @Twitter @Dell @emc ਇੱਕ ਲਿਬਟਾਰਡ ਨੂੰ ਪੁੱਛ ਰਿਹਾ ਹੈ? ਇਸਦਾ ਮਤਲਬ ਹੈ ਕਿ ਤੁਹਾਨੂੰ ਪਤਾ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ!
13476,positive,joy,"@intelcanada @Dell evo ਲੈਪਟਾਪ ਹਲਕੇ ਅਤੇ ਪਤਲੇ ਹਨ, ਉਹ ਇਸਨੂੰ ਕਿਸੇ ਖਾਸ ਕਮਰੇ ਵਿੱਚ ਬੰਨ੍ਹੇ ਬਿਨਾਂ ਉੱਪਰ ਅਤੇ ਹੇਠਾਂ ਲੈ ਜਾ ਸਕਦੇ ਹਨ।"
11247,positive,joy,@iota @Dell @ClimateCHECK @intel @Mat_Yarger #iota ਗੋਦ ਲੈਣ ਦੀ ਵਧੀਆ ਉਦਾਹਰਣ 👏
24302,neutral,anticipation,"ਵਰਚੁਅਲ ਸਿਖਲਾਈ 'ਤੇ ਵਾਪਸ ਜਾਓ! 🙄 2022 ਦਾ ਪਹਿਲਾ ਦਿਨ ਕਿਤਾਬਾਂ ਵਿੱਚ ਹੈ।

ਇੱਥੇ ਇਸ ਸਾਲ ਦਾ ਸੈੱਟਅੱਪ ਹੈ। ਮੇਰੇ ਦੋ @dell ਲੈਪਟਾਪ, @erincondren ਲੈਪ ਡੈਸਕ ਰਾਈਜ਼ਰ, ਅਤੇ ਮੇਰੇ EC ਅਧਿਆਪਕ ਯੋਜਨਾਕਾਰ। ਇਸ ਫੋਟੋ ਵਿੱਚ ਸਿਰਫ ਇੱਕ ਚੀਜ਼ ਜੋ ਗੁੰਮ ਹੈ ਉਹ ਹੈ ਮੇਰਾ @ipevoinc ਦਸਤਾਵੇਜ਼ ਕੈਮਰਾ ਅਤੇ ਗਲਾਸ… https://t.co/bjuXD7OSP0 https://t.co/f7a6jtvJsq"
